TOT_MATHENR_ADVM_M,TOT_APENR_M,TOT_APEXAM_NONE_M,TOT_ALGENR_GS0910_M,TOT_ALGENR_GS1112_M,TOT_MATHENR_ALG2_M,TOT_MATHENR_CALC_M,TOT_DUAL_M,TOT_LEPENR_M,TOT_504ENR_M,TOT_DISCWODIS_EXPWE_M,TOT_DISCWODIS_EXPWOE_M,TOT_DISCWODIS_EXPWOE_F,TOT_DISCWODIS_EXPZT_M,TOT_DISCWDIS_EXPWE_IDEA_M,TOT_DISCWDIS_EXPWE_IDEA_F,TOT_DISCWDIS_EXPWOE_IDEA_M,TOT_DISCWDIS_EXPWOE_IDEA_F,TOT_DISCWDIS_EXPZT_IDEA_M,TOT_DISCWDIS_EXPZT_IDEA_F,TOT_GTENR_M,TOT_RET_G09_M,TOT_RET_G12_M,TOT_SATACT_M,TOT_SSSPORTS,TOT_SSTEAMS,TOT_SSPART,TOT_DISCWDIS_TFRALT_IDEA_M,TOT_DISCWDIS_TFRALT_IDEA_F
-0.008538704444436197,-0.728683318010676,-0.6754620342855483,-0.12429720607642335,-0.1396502677828777,0.43371421567566937,-0.40585132346118014,-0.1616902515993386,-0.2516866744771192,-0.5334385039861385,-0.3590991912981696,-0.21471006967941883,-0.1643868215861972,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,-0.2727584088361336,1.348595188412811,-0.16536367388851322,0.17779466601820743,-1.5440077225635793,-0.7166065341496928,-0.1960223018723515,-0.265757609152434,-0.191703773284697
0.3695471853743221,-0.2794294909816124,-0.5677061631506735,0.7157437611195724,-0.1396502677828777,1.1042614659753243,-0.19591694533242018,-0.0527645809471217,-0.28426110413424543,-0.6012797726445284,-0.3590991912981696,-0.21471006967941883,0.8592207677327157,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,0.9802327436851442,-0.2011145127088562,-0.364447632495736,0.5893120601583176,-0.48186343365002526,-0.30447536523804336,1.159536258113255,-0.265757609152434,-0.191703773284697
-0.5534271927126466,-0.6829964881433135,-0.6754620342855483,-0.7426606958179203,-0.3288897381496951,-0.5825839605597452,-0.49976933472930957,-0.43400442822988095,-0.47970768207700276,-0.29599406368177383,-0.3590991912981696,-0.21471006967941883,-0.1643868215861972,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,-0.23360243531984368,-0.6707235130487553,-0.364447632495736,-0.5864519230991402,-0.6146314697642196,-0.5105409496938681,-0.7595616344265642,-0.265757609152434,-0.191703773284697
0.43626822475410293,-0.157597944668646,-0.5030526404697486,0.37739392711007413,-0.0765704443272719,0.7585105400395648,-0.3340316677855517,0.26039672217800197,-0.2353994596485561,-0.024628989048214273,-0.3590991912981696,-0.21471006967941883,-0.1643868215861972,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,0.8888688054804678,0.5502598878349825,-0.11559268423670754,0.5725154318260682,-0.48186343365002526,-0.30447536523804336,1.159536258113255,-0.265757609152434,-0.191703773284697
0.7476330751930803,-0.728683318010676,-0.6754620342855483,1.4391123717605687,-0.0765704443272719,0.8842381494707501,-0.6655070016730674,-0.43400442822988095,-0.2516866744771192,-0.36383533234016374,-0.3590991912981696,-0.21471006967941883,0.8592207677327157,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,-0.12918650594307055,1.442516988480791,-0.06582169458490186,0.4213457768358237,-1.0129355781068023,-0.4281147159115382,0.5333814441641296,-0.265757609152434,-0.191703773284697
0.8032339413428977,-0.7743701478780384,-0.6539108600585734,1.4507796074160686,-0.0765704443272719,0.9890111573300712,-0.47214639023868327,-0.039148872115594584,-0.13767617067717744,0.009291645280980672,-0.3590991912981696,-0.21471006967941883,0.8592207677327157,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,0.5625690261780516,0.3154553876650329,-0.2151346635403189,0.6900918301518141,-1.6767757586777736,-0.7166065341496928,-0.7155975730216256,-0.265757609152434,-0.191703773284697
0.4029077050642125,-0.8124425061008403,-0.6539108600585734,-0.26430403394242263,-0.1396502677828777,0.3289412078163483,-0.43347426795180644,-0.4203887193983538,-0.18653781516286677,-0.29599406368177383,-0.3590991912981696,-0.21471006967941883,-0.1643868215861972,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,-0.4685382764175833,0.5032989878009926,-0.2151346635403189,0.14420140935370865,-1.6767757586777736,-0.8814590017143527,-0.9487403228963,-0.265757609152434,-0.191703773284697
-0.09750009028414403,-0.6753820164987532,-0.6539108600585734,-0.194300620009423,-0.20273009123848348,0.09844059052584189,-0.2511628343136728,-0.5020829723875165,-0.3819843931056241,-0.3977559666693587,-0.3590991912981696,-0.21471006967941883,-0.1643868215861972,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,-0.4685382764175833,0.033689987461093376,-0.06582169458490186,0.09381152435696044,-0.48186343365002526,-0.551754066585033,0.18699793006461346,-0.265757609152434,-0.191703773284697
-0.7535903108519892,-0.766755676233478,-0.6754620342855483,-0.6376555749184207,-0.3288897381496951,-0.4882882534863562,-0.6213102904880654,-0.46123584589293515,-0.4471332524198765,-0.43167660099855365,-0.3590991912981696,-0.21471006967941883,-0.1643868215861972,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,-0.3249663735245202,-0.4077424728584118,-0.38435602835645827,-0.5276637239362673,-0.8536139347697691,-0.5435114432068,-0.6762963666141806,-0.265757609152434,-0.191703773284697
0.31394631922450467,0.4515597868961859,-0.4815014662427736,0.5407352262870733,-0.0765704443272719,0.4546688172475336,-0.2511628343136728,0.6688679871238155,-0.2516866744771192,-0.2620734293525789,-0.3590991912981696,-0.21471006967941883,1.8828283570516287,-0.15344298996192057,-0.27738493968574535,-0.19181333950219664,-0.12881577983239054,-0.07282501145330657,-0.13728020369035376,-0.09323214236914307,0.914972787824661,0.033689987461093376,-0.11559268423670754,0.3037693785100779,-0.349095397535831,-0.09840978078221864,0.7798466368887853,-0.265757609152434,-0.191703773284697
